model,suite_id,ok,score,elapsed_s,cost_usd,input_tokens,output_tokens,total_tokens
deepseek-chat,swift_webview_vulnerabilities,True,0.8,13.330358028411865,0.00022274000000000003,1093,249,0
gpt-5-mini,swift_webview_vulnerabilities,True,0.6,10.196877002716064,0.002955,1063,473,1536
gemini-2.5-flash,swift_cryptographic_vulnerabilities,False,0.0,0.11162209510803223,,0,0,0
gpt-4o-mini,swift_webview_vulnerabilities,True,0.8,11.016325235366821,0.0006054,1064,743,1807
deepseek-reasoner,swift_webview_vulnerabilities,True,0.2,24.165199041366577,0.00172243,1093,512,0
grok-code-fast-1,swift_webview_vulnerabilities,True,0.6,6.574857950210571,0.0009039,1257,435,0
claude-opus-4,swift_webview_vulnerabilities,True,0.8,29.87819194793701,0.16944,1306,1998,3304
grok-3-mini,swift_webview_vulnerabilities,True,0.2,13.824883937835693,0.0004192,1064,200,0
claude-sonnet-4,swift_webview_vulnerabilities,True,0.6,26.145732164382935,0.033918,1306,2000,3306
gemini-2.0-flash,swift_cryptographic_vulnerabilities,False,0.0,0.10776710510253906,,0,0,0
grok-3,swift_webview_vulnerabilities,True,0.6,26.784609079360962,0.014709,1063,768,0
deepseek-chat,swift_cryptographic_vulnerabilities,True,0.0,7.869522333145142,0.00017654000000000001,1055,103,0
gpt-5,swift_cryptographic_vulnerabilities,True,0.2,14.947056770324707,0.012899999999999998,1010,658,1668
gpt-4o,swift_cryptographic_vulnerabilities,True,0.5,11.74123215675354,0.010135,990,766,1756
deepseek-chat,swift_cryptographic_vulnerabilities,True,0.2,7.090236186981201,0.00017626000000000002,1055,102,0
gemini-2.0-flash-lite,swift_cryptographic_vulnerabilities,False,0.0,0.08612990379333496,,0,0,0
deepseek-reasoner,swift_cryptographic_vulnerabilities,True,0.0,14.666974067687988,0.00120221,1055,284,0
gpt-5-mini,swift_cryptographic_vulnerabilities,True,0.2,6.88764214515686,0.0028250000000000003,989,459,1448
gemini-2.5-flash-lite,swift_cryptographic_vulnerabilities,True,0.7,6.346218824386597,0.000386925,1154,2291,3445
grok-code-fast-1,swift_cryptographic_vulnerabilities,True,0.2,6.326135873794556,0.000846,1185,406,0
gemini-2.5-flash,swift_memory_safety_bypass,False,0.0,0.09749889373779297,,0,0,0
gpt-4o-mini,swift_cryptographic_vulnerabilities,True,0.3,14.510380983352661,0.0007970999999999999,990,1081,2071
claude-opus-4,swift_cryptographic_vulnerabilities,True,0.5,27.393131017684937,0.14973,1342,1728,3070
grok-3-mini,swift_cryptographic_vulnerabilities,True,0.0,11.616636037826538,0.00036960000000000004,992,144,0
grok-4,swift_cryptographic_vulnerabilities,True,0.05,29.490276098251343,0.012183,1666,479,0
claude-sonnet-4,swift_cryptographic_vulnerabilities,True,0.3,25.87890887260437,0.028595999999999996,1342,1638,2980
gpt-5,swift_memory_safety_bypass,True,0.4,14.343633890151978,0.008064,818,374,1192
gemini-2.0-flash,swift_memory_safety_bypass,False,0.0,0.10932803153991699,,0,0,0
gpt-4o,swift_memory_safety_bypass,True,1.0,8.52259612083435,0.010155,798,816,1614
grok-3,swift_cryptographic_vulnerabilities,True,0.25,31.075503826141357,0.014493,991,768,0
grok-3,swift_cryptographic_vulnerabilities,True,0.45,40.102970123291016,0.014493,991,768,0
deepseek-chat,swift_memory_safety_bypass,True,0.6,16.128959894180298,0.00020468,838,312,0
claude-opus-4,swift_memory_safety_bypass,True,1.0,23.48821520805359,0.129015,1016,1517,2533
gemini-2.0-flash-lite,swift_memory_safety_bypass,False,0.0,0.10981512069702148,,0,0,0
grok-4,swift_memory_safety_bypass,True,0.2,22.69549798965454,0.009231,1472,321,0
gpt-5-mini,swift_memory_safety_bypass,True,0.4,7.081820964813232,0.002649,797,463,1260
gemini-2.5-flash-lite,swift_memory_safety_bypass,True,0.6,6.192037105560303,0.0003514125,883,2122,3005
grok-code-fast-1,swift_memory_safety_bypass,True,0.2,6.084366083145142,0.0008806999999999999,991,455,0
gemini-2.5-flash,swift_plist_xml_vulnerabilities,False,0.0,0.11945295333862305,,0,0,0
grok-3,swift_memory_safety_bypass,True,0.4,21.116034030914307,0.013911,797,768,0
claude-sonnet-4,swift_memory_safety_bypass,True,0.85,21.6615629196167,0.022622999999999997,1016,1305,2321
deepseek-chat,swift_memory_safety_bypass,True,1.0,16.842410802841187,0.00021140000000000002,838,336,0
grok-3-mini,swift_memory_safety_bypass,True,0.2,11.491310119628906,0.00036189999999999996,798,245,0
deepseek-reasoner,swift_memory_safety_bypass,True,0.0,33.893330097198486,0.00214282,838,768,0
deepseek-chat,swift_plist_xml_vulnerabilities,True,0.8,9.214932918548584,0.00018802,1055,144,0
gemini-2.0-flash,swift_plist_xml_vulnerabilities,False,0.0,0.10966610908508301,,0,0,0
gpt-5,swift_plist_xml_vulnerabilities,True,0.4,20.657411813735962,0.011883000000000001,1031,586,1617
gpt-4o-mini,swift_memory_safety_bypass,True,0.8,25.59137797355652,0.0009519,798,1387,2185
gpt-4o,swift_plist_xml_vulnerabilities,True,1.0,10.25546407699585,0.009287499999999999,1011,676,1687
grok-3,swift_memory_safety_bypass,True,0.4,41.46997284889221,0.013911,797,768,0
deepseek-reasoner,swift_plist_xml_vulnerabilities,True,1.0,17.41959309577942,0.0012613400000000001,1055,311,0
gemini-2.0-flash-lite,swift_plist_xml_vulnerabilities,False,0.0,0.1083371639251709,,0,0,0
grok-3,swift_plist_xml_vulnerabilities,True,0.45,18.93981409072876,0.014541000000000002,1007,768,0
gemini-2.5-flash-lite,swift_plist_xml_vulnerabilities,True,0.85,6.1445324420928955,0.00040155,1272,2359,3631
gpt-5-mini,swift_plist_xml_vulnerabilities,True,1.0,7.680497169494629,0.002958,1010,487,1497
deepseek-chat,swift_plist_xml_vulnerabilities,True,0.8,9.416774034500122,0.00018466,1055,132,0
gemini-2.5-flash,c_buffer_overflow,False,0.0,0.10343480110168457,,0,0,0
grok-code-fast-1,swift_plist_xml_vulnerabilities,True,0.2,4.6226818561553955,0.0003497,1201,73,0
claude-opus-4,swift_plist_xml_vulnerabilities,True,0.8,27.80330801010132,0.16902,1268,2000,3268
gpt-4o-mini,swift_plist_xml_vulnerabilities,True,1.0,13.2137131690979,0.0006118499999999999,1011,767,1778
grok-3,swift_plist_xml_vulnerabilities,True,0.6,15.95025897026062,0.014541000000000002,1007,768,0
gpt-5,c_buffer_overflow,True,0.0,6.4117348194122314,0.007284,113,463,576
grok-4,swift_plist_xml_vulnerabilities,True,0.8,32.05603361129761,0.010446,1682,360,0
gemini-2.0-flash,c_buffer_overflow,False,0.0,0.09173107147216797,,0,0,0
grok-3-mini,swift_plist_xml_vulnerabilities,True,0.4,13.001908302307129,0.0003714,1008,138,0
deepseek-chat,c_buffer_overflow,True,0.4,5.532210111618042,2.9260000000000004e-05,117,46,0
claude-sonnet-4,swift_plist_xml_vulnerabilities,True,0.8,26.29352879524231,0.033804,1268,2000,3268
deepseek-reasoner,c_buffer_overflow,True,0.4,10.915616989135742,0.00044979,117,176,0
gpt-4o,c_buffer_overflow,True,0.65,9.312096118927002,0.006874999999999999,114,659,773
gemini-2.0-flash-lite,c_buffer_overflow,False,0.0,0.09448695182800293,,0,0,0
deepseek-chat,c_buffer_overflow,True,0.6,5.936175107955933,2.8420000000000002e-05,117,43,0
claude-opus-4,c_buffer_overflow,True,1.0,17.052651166915894,0.06948,137,899,1036
gpt-5-mini,c_buffer_overflow,True,0.85,6.537817001342773,0.002101,113,497,610
grok-4,c_buffer_overflow,True,0.8,16.090216875076294,0.008573999999999998,788,414,0
gemini-2.5-flash,c_format_string,False,0.0,0.09098696708679199,,0,0,0
grok-code-fast-1,c_buffer_overflow,True,0.6,5.22422981262207,0.0007544,307,462,0
gemini-2.5-flash-lite,c_buffer_overflow,True,0.65,7.326911926269531,0.00031548750000000005,109,2076,2185
claude-sonnet-4,c_buffer_overflow,True,0.85,17.770505905151367,0.015951,137,1036,1173
gpt-5,c_format_string,True,0.25,7.346750974655151,0.0078,105,499,604
gpt-4o-mini,c_buffer_overflow,True,0.85,11.422593832015991,0.0005181000000000001,114,835,949
grok-3-mini,c_buffer_overflow,True,0.2,13.111847877502441,5.7199999999999994e-05,114,46,0
gemini-2.0-flash,c_format_string,False,0.0,0.10149812698364258,,0,0,0
deepseek-chat,c_format_string,True,0.4,5.138693809509277,2.7160000000000004e-05,110,42,0
grok-3,c_buffer_overflow,True,1.0,27.222900867462158,0.011859000000000001,113,768,0
claude-opus-4,c_format_string,True,0.4,15.66365385055542,0.06880499999999999,132,891,1023
deepseek-chat,c_format_string,True,0.4,5.246868133544922,2.7720000000000002e-05,110,44,0
gpt-4o,c_format_string,True,0.85,10.239272117614746,0.006965,106,670,776
gemini-2.0-flash-lite,c_format_string,False,0.0,0.08459925651550293,,0,0,0
grok-3,c_buffer_overflow,True,0.85,25.691243648529053,0.011859000000000001,113,768,0
grok-4,c_format_string,True,0.4,19.865201234817505,0.00711,780,318,0
grok-3,c_format_string,True,0.65,18.53601384162903,0.011835,105,768,0
gpt-5-mini,c_format_string,True,0.6,10.221385955810547,0.0020930000000000002,105,497,602
gemini-2.5-flash,c_integer_overflow,False,0.0,0.09302806854248047,,0,0,0
gemini-2.5-flash-lite,c_format_string,True,0.85,5.824373006820679,0.00028121250000000004,107,1848,1955
grok-code-fast-1,c_format_string,True,0.4,5.939206838607788,0.0006403,299,387,0
claude-sonnet-4,c_format_string,True,0.8,18.516874074935913,0.015366,132,998,1130
grok-3-mini,c_format_string,True,0.0,11.571749210357666,0.0001058,106,148,0
gpt-4o-mini,c_format_string,True,0.65,14.540192127227783,0.0005030999999999999,106,812,918
deepseek-chat,c_integer_overflow,True,0.25,5.525543212890625,3.458e-05,159,44,0
gemini-2.0-flash,c_integer_overflow,False,0.0,0.10807514190673828,,0,0,0
gpt-5,c_integer_overflow,True,0.1,17.883234977722168,0.009084,178,570,748
claude-opus-4,c_integer_overflow,True,0.85,16.354761838912964,0.07435499999999999,192,953,1145
deepseek-reasoner,c_format_string,True,0.2,34.91431498527527,0.00174242,110,768,0
grok-3,c_integer_overflow,True,0.65,16.44209313392639,0.011991,157,768,0
grok-4,c_integer_overflow,True,0.0,18.832091808319092,0.002496,832,0,0
gemini-2.0-flash-lite,c_integer_overflow,False,0.0,0.08690595626831055,,0,0,0
grok-3,c_format_string,True,1.0,30.93356704711914,0.011835,105,768,0
gpt-4o,c_integer_overflow,True,0.65,13.796467781066895,0.006055,158,566,724
deepseek-chat,c_integer_overflow,True,0.25,5.22599983215332,3.7940000000000006e-05,159,56,0
gemini-2.5-flash-lite,c_integer_overflow,True,0.7,5.153877019882202,0.0003196125,155,2092,2247
gemini-2.5-flash,c_use_after_free,False,0.0,0.08836483955383301,,0,0,0
gpt-5-mini,c_integer_overflow,True,0.5,6.5243330001831055,0.002105,157,487,644
claude-sonnet-4,c_integer_overflow,True,0.7,15.553212881088257,0.013926,192,890,1082
grok-code-fast-1,c_integer_overflow,True,0.0,5.009612083435059,7.020000000000001e-05,351,0,0
grok-3,c_integer_overflow,True,0.65,16.985844135284424,0.011991,157,768,0
gpt-5,c_use_after_free,True,0.4,6.014688014984131,0.007311,167,454,621
deepseek-chat,c_use_after_free,True,0.2,4.5949859619140625,3.430000000000001e-05,171,37,0
gemini-2.0-flash,c_use_after_free,False,0.0,0.10834908485412598,,0,0,0
gpt-4o-mini,c_integer_overflow,True,0.65,13.737627029418945,0.0005313,158,846,1004
grok-3-mini,c_integer_overflow,True,0.0,13.340137958526611,4.7399999999999993e-05,158,0,0
deepseek-chat,c_use_after_free,True,0.2,4.361366033554077,3.0100000000000007e-05,171,22,0
deepseek-reasoner,c_integer_overflow,True,0.0,34.20141792297363,0.00176937,159,768,0
gpt-4o,c_use_after_free,True,0.45,10.528374910354614,0.00875,168,833,1001
gemini-2.0-flash-lite,c_use_after_free,False,0.0,0.0959482192993164,,0,0,0
claude-opus-4,c_use_after_free,True,0.5,18.035287141799927,0.08455499999999999,207,1086,1293
grok-4,c_use_after_free,True,0.05,17.833077907562256,0.009018,841,433,0
gemini-2.5-flash-lite,c_use_after_free,True,0.5,5.426666021347046,0.00031724999999999993,152,2077,2230
gpt-5-mini,c_use_after_free,True,0.4,8.929569005966187,0.002087,167,480,647
claude-sonnet-4,c_use_after_free,True,0.5,16.53058934211731,0.015051,207,962,1169
grok-code-fast-1,c_use_after_free,True,0.6,5.473394155502319,0.000735,360,442,0
grok-3,c_use_after_free,True,0.45,23.511165857315063,0.012018000000000001,166,768,0
grok-3-mini,c_use_after_free,True,0.0,10.60496211051941,5.01e-05,167,0,0
gpt-4o-mini,c_use_after_free,True,0.3,13.493042945861816,0.0005244,168,832,1000
grok-3,c_use_after_free,True,0.8,22.622565984725952,0.012018000000000001,166,768,0
deepseek-chat,c_null_pointer_dereference,True,0.2,5.269443035125732,3.304e-05,162,37,0
gemini-2.0-flash,c_null_pointer_dereference,False,0.0,0.10794591903686523,,0,0,0
claude-opus-4,c_null_pointer_dereference,True,0.7,12.006437063217163,0.058410000000000004,194,740,934
gemini-2.5-flash,c_null_pointer_dereference,True,0.65,11.457941055297852,0.00014145,154,433,588
deepseek-chat,c_null_pointer_dereference,True,0.4,4.979743003845215,3.444e-05,162,42,0
gpt-5,c_null_pointer_dereference,True,0.5,18.672652006149292,0.005873999999999999,178,356,534
deepseek-reasoner,c_use_after_free,True,0.2,35.52831983566284,0.00177378,171,767,0
gemini-2.0-flash-lite,c_null_pointer_dereference,False,0.0,0.10621380805969238,,0,0,0
grok-3,c_null_pointer_dereference,True,0.7,16.6025710105896,0.011991,157,768,0
gpt-5-mini,c_null_pointer_dereference,True,0.45,8.840110063552856,0.002205,157,512,669
gemini-2.5-flash-lite,c_null_pointer_dereference,True,0.65,5.666348934173584,0.000332325,154,2177,2332
claude-sonnet-4,c_null_pointer_dereference,True,0.7,14.388103008270264,0.014187000000000002,194,907,1101
grok-3,c_null_pointer_dereference,True,0.65,14.357774019241333,0.011991,157,768,0
grok-code-fast-1,c_null_pointer_dereference,True,0.0,6.8778979778289795,7.020000000000001e-05,351,0,0
gpt-4o,c_null_pointer_dereference,True,0.7,20.928860902786255,0.008465,158,807,965
gpt-5,c_race_condition,True,0.25,9.699439764022827,0.008073,181,502,683
grok-3-mini,c_null_pointer_dereference,True,0.0,14.904481649398804,0.00011439999999999999,158,134,0
grok-4,c_null_pointer_dereference,True,0.7,31.49453616142273,0.009336,832,456,0
gpt-4o-mini,c_null_pointer_dereference,True,0.7,16.818835258483887,0.0006111,158,979,1137
gemini-2.0-flash,c_race_condition,False,0.0,0.0847008228302002,,0,0,0
deepseek-chat,c_race_condition,True,0.3,5.629528045654297,3.71e-05,187,39,0
gemini-2.5-flash,c_race_condition,True,0.65,11.100632190704346,0.00014377499999999998,153,441,594
deepseek-reasoner,c_null_pointer_dereference,True,0.65,33.90822219848633,0.0017710199999999999,162,768,0
gpt-4o,c_race_condition,True,0.85,6.317564010620117,0.007655,182,720,902
deepseek-chat,c_race_condition,True,0.5,4.298968076705933,3.262e-05,187,23,0
gemini-2.0-flash-lite,c_race_condition,False,0.0,0.1028139591217041,,0,0,0
claude-opus-4,c_race_condition,True,0.5,18.605257034301758,0.096525,220,1243,1463
gpt-5-mini,c_race_condition,True,0.3,7.546572923660278,0.0021850000000000003,181,501,682
gemini-2.5-flash-lite,c_race_condition,True,0.7,5.017757177352905,0.00030033750000000003,153,1964,2117
claude-sonnet-4,c_race_condition,True,0.5,15.04747986793518,0.015075000000000002,220,961,1181
gemini-2.5-flash,c_command_injection,False,0.0,0.11347699165344238,,0,0,0
grok-code-fast-1,c_race_condition,True,0.65,8.307487964630127,0.00069,375,410,0
grok-3-mini,c_race_condition,True,0.4,11.061404943466187,0.0001596,182,210,0
gpt-4o-mini,c_race_condition,True,0.7,13.411018133163452,0.0005103,182,805,987
grok-3,c_race_condition,True,0.7,19.500530004501343,0.012063,181,768,0
grok-3,c_race_condition,True,0.7,26.953084230422974,0.012063,181,768,0
gpt-5,c_command_injection,True,0.25,14.101280927658081,0.007518,196,462,658
gemini-2.0-flash,c_command_injection,False,0.0,0.08852195739746094,,0,0,0
grok-4,c_race_condition,True,0.45,32.84197783470154,0.009573,856,467,0
gpt-4o,c_command_injection,True,0.85,8.132158994674683,0.0068,176,636,812
deepseek-reasoner,c_race_condition,True,0.0,35.76914596557617,0.00178477,187,768,0
deepseek-chat,c_command_injection,True,0.65,12.857970952987671,8.568e-05,186,213,0
deepseek-chat,c_command_injection,True,0.2,8.808502197265625,6.0480000000000004e-05,186,123,0
gemini-2.0-flash-lite,c_command_injection,False,0.0,0.08337616920471191,,0,0,0
claude-opus-4,c_command_injection,True,0.65,23.252300024032593,0.10929,221,1413,1634
grok-3,c_command_injection,True,0.65,17.78563404083252,0.012048000000000001,176,768,0
grok-4,c_command_injection,True,0.0,20.6909019947052,0.0034379999999999997,851,59,0
gpt-5-mini,c_command_injection,True,0.6,7.785786867141724,0.002003,175,457,632
gemini-2.5-flash,c_toctou_vulnerability,False,0.0,0.08460617065429688,,0,0,0
gpt-4o-mini,c_command_injection,True,0.65,6.534961938858032,0.0004416,176,692,868
gemini-2.5-flash-lite,c_command_injection,True,0.85,6.595419883728027,0.00033172499999999995,170,2169,2340
grok-3,c_command_injection,True,0.5,14.048594951629639,0.012048000000000001,176,768,0
grok-code-fast-1,c_command_injection,True,0.4,4.864110946655273,0.0006529999999999999,370,386,0
claude-sonnet-4,c_command_injection,True,0.5,24.46113896369934,0.026328,221,1711,1932
deepseek-chat,c_toctou_vulnerability,True,0.4,6.4468300342559814,4.634000000000001e-05,209,61,0
grok-3-mini,c_command_injection,True,0.0,11.150444030761719,5.3099999999999996e-05,177,0,0
gemini-2.0-flash,c_toctou_vulnerability,False,0.0,0.08823776245117188,,0,0,0
gpt-4o,c_toctou_vulnerability,True,0.45,9.814535140991211,0.0072274999999999995,203,672,875
deepseek-chat,c_toctou_vulnerability,True,0.4,5.781973123550415,4.2140000000000006e-05,209,46,0
deepseek-reasoner,c_command_injection,True,0.0,33.619752168655396,0.00178422,186,768,0
grok-3,c_toctou_vulnerability,True,0.6,15.010821104049683,0.012123,201,768,0
gemini-2.0-flash-lite,c_toctou_vulnerability,False,0.0,0.08721518516540527,,0,0,0
gpt-5,c_toctou_vulnerability,True,0.25,19.462806940078735,0.009278999999999999,223,574,797
gpt-5-mini,c_toctou_vulnerability,True,0.45,6.013676166534424,0.002166,202,491,693
deepseek-reasoner,c_toctou_vulnerability,True,0.4,16.7929048538208,0.00079166,209,309,0
grok-3,c_toctou_vulnerability,True,0.85,12.32120656967163,0.012123,201,768,0
gemini-2.5-flash-lite,c_toctou_vulnerability,True,0.6,5.603784799575806,0.00032118749999999997,189,2094,2283
gemini-2.5-flash,c_path_traversal,False,0.0,0.08572697639465332,,0,0,0
claude-opus-4,c_toctou_vulnerability,True,0.65,22.294083833694458,0.10308,247,1325,1572
grok-code-fast-1,c_toctou_vulnerability,True,0.4,6.228759050369263,0.00036550000000000005,395,191,0
claude-sonnet-4,c_toctou_vulnerability,True,0.5,16.02742886543274,0.014406,247,911,1158
grok-3-mini,c_toctou_vulnerability,True,0.0,10.699788093566895,6.0599999999999996e-05,202,0,0
gpt-4o-mini,c_toctou_vulnerability,True,0.45,15.829400062561035,0.00059565,203,942,1145
gemini-2.0-flash,c_path_traversal,False,0.0,0.08716630935668945,,0,0,0
deepseek-chat,c_path_traversal,True,1.0,6.879671096801758,5.5440000000000005e-05,220,88,0
grok-4,c_toctou_vulnerability,True,0.0,32.68562579154968,0.002628,876,0,0
gpt-5,c_path_traversal,True,0.45,14.413054943084717,0.007242,229,437,666
